Generated list of charsets supported by PHP
Name;Aliases
7bit
8bit;binary
ArmSCII-8;ArmSCII8;ARMSCII-8;ARMSCII8
ASCII;ANSI_X3.4-1968;iso-ir-6;ANSI_X3.4-1986;ISO_646.irv:1991;US-ASCII;ISO646-US;us;IBM367;IBM-367;cp367;csASCII
BASE64
BIG-5;CN-BIG5;BIG-FIVE;BIGFIVE
byte2be
byte2le
byte4be
byte4le
CP850;CP-850;IBM850;IBM-850
CP866;CP-866;IBM866;IBM-866
CP932;MS932;Windows-31J;MS_Kanji
CP936;CP-936;GBK
CP950
CP50220
CP50220raw
CP50221
CP50222
CP51932;cp51932
EUC-CN;CN-GB;EUC_CN;eucCN;x-euc-cn;gb2312
EUC-JP;EUC;EUC_JP;eucJP;x-euc-jp
EUC-JP-2004;EUC_JP-2004
EUC-KR;EUC_KR;eucKR;x-euc-kr
EUC-TW;EUC_TW;eucTW;x-euc-tw
eucJP-win;eucJP-open;eucJP-ms
GB18030;gb-18030;gb-18030-2000
HTML-ENTITIES;HTML;html
HZ
ISO-2022-JP
ISO-2022-JP-2004
ISO-2022-JP-MOBILE#KDDI;ISO-2022-JP-KDDI
ISO-2022-JP-MS;ISO2022JPMS
ISO-2022-KR
ISO-8859-1;ISO_8859-1;latin1
ISO-8859-2;ISO_8859-2;latin2
ISO-8859-3;ISO_8859-3;latin3
ISO-8859-4;ISO_8859-4;latin4
ISO-8859-5;ISO_8859-5;cyrillic
ISO-8859-6;ISO_8859-6;arabic
ISO-8859-7;ISO_8859-7;greek
ISO-8859-8;ISO_8859-8;hebrew
ISO-8859-9;ISO_8859-9;latin5
ISO-8859-10;ISO_8859-10;latin6
ISO-8859-13;ISO_8859-13
ISO-8859-14;ISO_8859-14;latin8
ISO-8859-15;ISO_8859-15
ISO-8859-16;ISO_8859-16
JIS
JIS-ms
KOI8-R;KOI8R
KOI8-U;KOI8U
pass;none
Quoted-Printable;qprint
SJIS;x-sjis;SHIFT-JIS
SJIS-2004;SJIS2004;Shift_JIS-2004
SJIS-mac;MacJapanese;x-Mac-Japanese
SJIS-Mobile#DOCOMO;SJIS-DOCOMO;shift_jis-imode;x-sjis-emoji-docomo
SJIS-Mobile#KDDI;SJIS-KDDI;shift_jis-kddi;x-sjis-emoji-kddi
SJIS-Mobile#SOFTBANK;SJIS-SOFTBANK;shift_jis-softbank;x-sjis-emoji-softbank
SJIS-win;SJIS-open;SJIS-ms
UCS-2;ISO-10646-UCS-2;UCS2;UNICODE
UCS-2BE
UCS-2LE
UCS-4;ISO-10646-UCS-4;UCS4
UCS-4BE
UCS-4LE
UHC;CP949
UTF-7;utf7
UTF-8;utf8
UTF-8-Mobile#DOCOMO;UTF-8-DOCOMO;UTF8-DOCOMO
UTF-8-Mobile#KDDI-A
UTF-8-Mobile#KDDI-B;UTF-8-Mobile#KDDI;UTF-8-KDDI;UTF8-KDDI
UTF-8-Mobile#SOFTBANK;UTF-8-SOFTBANK;UTF8-SOFTBANK
UTF-16;utf16
UTF-16BE
UTF-16LE
UTF-32;utf32
UTF-32BE
UTF-32LE
UTF7-IMAP
UUENCODE
wchar
Windows-1251;CP1251;CP-1251;WINDOWS-1251
Windows-1252;cp1252
Windows-1254;CP1254;CP-1254;WINDOWS-1254
